overall,asin,reviewerID,cluster,brand,highlight,asin2,reviewerID2,main_suggestions,second_suggestions
4.0,1501042807,A2MRIMB8IRTC0N,1,Visit Amazon's Victoria Ashley Page,0,911,209,"{'1540366251', '1480153443', '1533269467', '1500847232', '1941098126', '1974125459', '1501042807', '1534654402', '1976958741', '0451468279'}","{'1540366251', '1480153443', '1533269467', '1500847232', '1941098126', '1974125459', '1501042807', '1534654402', '1976958741', '0451468279'}"
2.0,1501079948,A3O6Z1T0IZ3NT,0,Visit Amazon's Helen Cooper Page,0,912,85,"{'148956621X', '1501079948', '147911698X', '1503947459', '0991140230', '1542048435', '1476761779', '1503935310', '1942834357', '1481922726'}","{'148956621X', '1501079948', '147911698X', '1503947459', '0991140230', '1542048435', '1476761779', '1503935310', '1942834357', '1481922726'}"
5.0,150102082X,A2FCP7ICZAQGZO,2,Visit Amazon's J. Daniels Page,0,910,281,"{'1682304590', '1942288417', '0778316009', '1936305941', '1492807249', '1492108421', '1502400480', '1503940756', '150102082X', '1484931963'}","{'1682304590', '1942288417', '0778316009', '1936305941', '1492807249', '1492108421', '1502400480', '1503940756', '150102082X', '1484931963'}"
4.0,150102082X,A29M69HGLQSG8Z,1,Visit Amazon's J. Daniels Page,0,910,339,"{'1682304590', '1942288417', '0778316009', '1936305941', '1492807249', '1492108421', '1502400480', '1503940756', '150102082X', '1484931963'}","{'1682304590', '1942288417', '0778316009', '1936305941', '1492807249', '1492108421', '1502400480', '1503940756', '150102082X', '1484931963'}"
4.0,1501079948,A1BUA3LAY7A8ZK,1,Visit Amazon's Helen Cooper Page,0,912,336,"{'148956621X', '1501079948', '147911698X', '1503947459', '0991140230', '1542048435', '1476761779', '1503935310', '1942834357', '1481922726'}","{'148956621X', '1501079948', '147911698X', '1503947459', '0991140230', '1542048435', '1476761779', '1503935310', '1942834357', '1481922726'}"
4.0,1501079948,A3ESFCDE13IMH4,1,Visit Amazon's Helen Cooper Page,0,912,404,"{'148956621X', '1501079948', '147911698X', '1503947459', '0991140230', '1542048435', '1476761779', '1503935310', '1942834357', '1481922726'}","{'148956621X', '1501079948', '147911698X', '1503947459', '0991140230', '1542048435', '1476761779', '1503935310', '1942834357', '1481922726'}"
5.0,1501008099,A3AASSKYV8ITNL,2,Visit Amazon's Beth Ehemann Page,0,913,254,"{'0373779046', '1484842812', '1408857863', '1491006919', '1507641567', '1501008099', '1943796920', '1493763121', '151937271X', '1535591021'}","{'0373779046', '1484842812', '1408857863', '1491006919', '1507641567', '1501008099', '1943796920', '1493763121', '151937271X', '1535591021'}"
5.0,1501008099,A2VSFHELFF7ICE,2,Visit Amazon's Beth Ehemann Page,0,913,230,"{'0373779046', '1484842812', '1408857863', '1491006919', '1507641567', '1501008099', '1943796920', '1493763121', '151937271X', '1535591021'}","{'0373779046', '1484842812', '1408857863', '1491006919', '1507641567', '1501008099', '1943796920', '1493763121', '151937271X', '1535591021'}"
5.0,1501008099,A535AAXVRE5VM,2,Visit Amazon's Beth Ehemann Page,0,913,172,"{'0373779046', '1484842812', '1408857863', '1491006919', '1507641567', '1501008099', '1943796920', '1493763121', '151937271X', '1535591021'}","{'0373779046', '1484842812', '1408857863', '1491006919', '1507641567', '1501008099', '1943796920', '1493763121', '151937271X', '1535591021'}"
5.0,1501008099,A2MHRBM9MKRNTN,2,Visit Amazon's Beth Ehemann Page,0,913,228,"{'0373779046', '1484842812', '1408857863', '1491006919', '1507641567', '1501008099', '1943796920', '1493763121', '151937271X', '1535591021'}","{'0373779046', '1484842812', '1408857863', '1491006919', '1507641567', '1501008099', '1943796920', '1493763121', '151937271X', '1535591021'}"
5.0,1501101544,A3DDQBC3DBH5WY,2,Visit Amazon's Katy Evans Page,0,914,297,"{'1501101544', '1483966763', '1544073399', '1518896375', '1479390046', '0425272346', '1490471103', '1539811867', '1481960741', '1250109302'}","{'1501101544', '1483966763', '1544073399', '1518896375', '1479390046', '0425272346', '1490471103', '1539811867', '1481960741', '1250109302'}"
5.0,1501101536,A3K4HYYXZFODU2,2,Visit Amazon's Katy Evans Page,0,915,326,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
5.0,1501105795,A34FOP1N0XG4R3,2,Rene Carlino,0,916,367,"{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}","{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}"
4.0,1501101536,A2N0YZV2JT6O72,1,Visit Amazon's Katy Evans Page,0,915,196,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
4.0,1501101536,A3FA93L7JWESR,1,Visit Amazon's Katy Evans Page,0,915,43,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
4.0,1501101536,A2OKSANI1041IT,1,Visit Amazon's Katy Evans Page,0,915,300,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
5.0,1501101536,A2OKSANI1041IT,2,Visit Amazon's Katy Evans Page,0,915,300,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
5.0,1501105795,A27V6NFIQ8XFBW,2,Rene Carlino,0,916,59,"{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}","{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}"
4.0,1501105795,A1ODI3DRI04JZO,1,Rene Carlino,0,916,221,"{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}","{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}"
5.0,1501101536,ALF5J89F1M26M,2,Visit Amazon's Katy Evans Page,0,915,217,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
5.0,1501105795,A1RM1BXXU6KJPM,2,Rene Carlino,0,916,227,"{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}","{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}"
4.0,1501105795,AFV50N24M1W23,1,Rene Carlino,0,916,187,"{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}","{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}"
5.0,1501105795,A23G9V6OA7JEJ,2,Rene Carlino,1,916,348,"{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}","{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}"
5.0,1501105795,A29M69HGLQSG8Z,2,Rene Carlino,0,916,339,"{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}","{'0141357037', '0062273248', '1501105795', '1250063272', '1500749753', '1492338141', '1444778536', '1682304507', '1492108421', '1476741182'}"
5.0,1501102079,A30BMMPIAUJZT4,2,Visit Amazon's Emma Chase Page,0,917,114,"{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}","{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}"
4.0,150110618X,A2S6EZUKDG7AF9,1,Visit Amazon's Chantal Fernando Page,0,918,329,"{'1484967836', '1505847907', '1979339511', '1532946775', '1943893438', '1500432202', '150110618X', '149236522X', '1940883334', '0997638214'}","{'1484967836', '1505847907', '1979339511', '1532946775', '1943893438', '1500432202', '150110618X', '149236522X', '1940883334', '0997638214'}"
4.0,1501101536,A2MHRBM9MKRNTN,1,Visit Amazon's Katy Evans Page,0,915,228,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
5.0,1501101536,A19YOD91OWKTB7,2,Visit Amazon's Katy Evans Page,0,915,315,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
4.0,150110618X,ABVXY3D3CCY1Q,1,Visit Amazon's Chantal Fernando Page,0,918,316,"{'1484967836', '1505847907', '1979339511', '1532946775', '1943893438', '1500432202', '150110618X', '149236522X', '1940883334', '0997638214'}","{'1484967836', '1505847907', '1979339511', '1532946775', '1943893438', '1500432202', '150110618X', '149236522X', '1940883334', '0997638214'}"
5.0,1501102079,A1KMD8HMYP57O0,2,Visit Amazon's Emma Chase Page,1,917,248,"{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}","{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}"
5.0,1501102079,A19YOD91OWKTB7,2,Visit Amazon's Emma Chase Page,0,917,315,"{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}","{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}"
5.0,1501102079,A3BFYXLSAD5YCL,2,Visit Amazon's Emma Chase Page,0,917,214,"{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}","{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}"
5.0,1501102079,A3Q6CMXMGESPOG,2,Visit Amazon's Emma Chase Page,0,917,103,"{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}","{'1501102079', '1978132840', '1940883121', '1942832095', '0615868401', '194800481X', '1499270763', '0615553028', '037300222X', '1508515034'}"
3.0,1501107968,A1C97CZ8GVFMY5,1,Visit Amazon's Megan Miranda Page,0,919,45,"{'0316098329', '1501107968', '054542495X', '0451482212', '141046900X', '1442384344', '1514664003', '006073132X', '1530173922', '038568231X'}","{'0316098329', '1501107968', '054542495X', '0451482212', '141046900X', '1442384344', '1514664003', '006073132X', '1530173922', '038568231X'}"
5.0,1501101536,A2CXV6PTJCX3AM,2,Visit Amazon's Katy Evans Page,0,915,235,"{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}","{'1250130921', '1501101536', '194220616X', '0060539836', '1511372834', '1533110638', '099073885X', '1940941946', '1539876012', '0312360800'}"
5.0,1501105779,A3TMD3W16REBOQ,2,Rene Carlino,1,920,77,"{'1500260290', '1938404963', '1943796017', '0062302418', '1501105779', '1492826634', '0451477162', '1499752083', '1455588822', '0373002572'}","{'1500260290', '1938404963', '1943796017', '0062302418', '1501105779', '1492826634', '0451477162', '1499752083', '1455588822', '0373002572'}"
5.0,1501105779,AH62R547L3FQT,2,Rene Carlino,0,920,91,"{'1500260290', '1938404963', '1943796017', '0062302418', '1501105779', '1492826634', '0451477162', '1499752083', '1455588822', '0373002572'}","{'1500260290', '1938404963', '1943796017', '0062302418', '1501105779', '1492826634', '0451477162', '1499752083', '1455588822', '0373002572'}"
5.0,1501112074,A3AD2MXB66CYGL,2,Visit Amazon's K.A. Tucker Page,0,921,90,"{'1442421762', '0615887767', '1477820388', '1682307824', '1501112074', '1476735247', '1518783872', '1938404742', '1409151522', '1501125710'}","{'1442421762', '0615887767', '1477820388', '1682307824', '1501112074', '1476735247', '1518783872', '1938404742', '1409151522', '1501125710'}"
5.0,1501122851,A2G8BGXXQX5E8C,2,Visit Amazon's Lisa Renee Jones Page,0,922,343,"{'1455549002', '1539427765', '1501122851', '1250083826', '1682309827', '1503938727', '1532859546', '1943796092', '1495423786', '1910575011'}","{'1455549002', '1539427765', '1501122851', '1250083826', '1682309827', '1503938727', '1532859546', '1943796092', '1495423786', '1910575011'}"
4.0,1501124250,AVWNJ95W61CU4,1,Visit Amazon's Jennifer Probst Page,0,923,48,"{'1635760976', '1537524259', '1942832095', '1523459050', '194800481X', '1501124250', '1505921775', '1514339420', '0425280624', '0061245089'}","{'1635760976', '1537524259', '1942832095', '1523459050', '194800481X', '1501124250', '1505921775', '1514339420', '0425280624', '0061245089'}"
5.0,1501124250,A3BFYXLSAD5YCL,2,Visit Amazon's Jennifer Probst Page,0,923,214,"{'1635760976', '1537524259', '1942832095', '1523459050', '194800481X', '1501124250', '1505921775', '1514339420', '0425280624', '0061245089'}","{'1635760976', '1537524259', '1942832095', '1523459050', '194800481X', '1501124250', '1505921775', '1514339420', '0425280624', '0061245089'}"
5.0,1501122851,AJ9L1E5A31UZE,2,Visit Amazon's Lisa Renee Jones Page,0,922,321,"{'1455549002', '1539427765', '1501122851', '1250083826', '1682309827', '1503938727', '1532859546', '1943796092', '1495423786', '1910575011'}","{'1455549002', '1539427765', '1501122851', '1250083826', '1682309827', '1503938727', '1532859546', '1943796092', '1495423786', '1910575011'}"
4.0,1501124250,A3KLPA5D8SX7VR,1,Visit Amazon's Jennifer Probst Page,0,923,410,"{'1635760976', '1537524259', '1942832095', '1523459050', '194800481X', '1501124250', '1505921775', '1514339420', '0425280624', '0061245089'}","{'1635760976', '1537524259', '1942832095', '1523459050', '194800481X', '1501124250', '1505921775', '1514339420', '0425280624', '0061245089'}"
5.0,1501122851,A39YL17T9LO0SP,2,Visit Amazon's Lisa Renee Jones Page,0,922,234,"{'1455549002', '1539427765', '1501122851', '1250083826', '1682309827', '1503938727', '1532859546', '1943796092', '1495423786', '1910575011'}","{'1455549002', '1539427765', '1501122851', '1250083826', '1682309827', '1503938727', '1532859546', '1943796092', '1495423786', '1910575011'}"
4.0,1501122851,AQ9REGZ6HL9AO,1,Visit Amazon's Lisa Renee Jones Page,0,922,163,"{'1455549002', '1539427765', '1501122851', '1250083826', '1682309827', '1503938727', '1532859546', '1943796092', '1495423786', '1910575011'}","{'1455549002', '1539427765', '1501122851', '1250083826', '1682309827', '1503938727', '1532859546', '1943796092', '1495423786', '1910575011'}"
5.0,1501122878,ASYM7A3FSQ6Y4,2,Visit Amazon's Lisa Renee Jones Page,0,924,294,"{'1682304566', '1536958751', '0997619430', '1518896375', '1501122878', '1682309800', '1942444311', '0990795551', '1534663584', '1973742128'}","{'1682304566', '1536958751', '0997619430', '1518896375', '1501122878', '1682309800', '1942444311', '0990795551', '1534663584', '1973742128'}"
4.0,1501122878,A1IWPVN8JG4JC5,1,Visit Amazon's Lisa Renee Jones Page,0,924,330,"{'1682304566', '1536958751', '0997619430', '1518896375', '1501122878', '1682309800', '1942444311', '0990795551', '1534663584', '1973742128'}","{'1682304566', '1536958751', '0997619430', '1518896375', '1501122878', '1682309800', '1942444311', '0990795551', '1534663584', '1973742128'}"
3.0,1501125710,A3O6Z1T0IZ3NT,1,Visit Amazon's Colleen Hoover Page,0,925,85,"{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}","{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}"
4.0,1501125710,A1KZ6HQPP5S5DN,1,Visit Amazon's Colleen Hoover Page,0,925,73,"{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}","{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}"
5.0,1501125710,A2F1VCY06CQE0C,2,Visit Amazon's Colleen Hoover Page,0,925,393,"{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}","{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}"
5.0,1501125710,A3AD2MXB66CYGL,2,Visit Amazon's Colleen Hoover Page,0,925,90,"{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}","{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}"
5.0,1501125710,A18UP4NRSNAIUM,2,Visit Amazon's Colleen Hoover Page,0,925,29,"{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}","{'1442421762', '1492375675', '0615887767', '1501112074', '1479103780', '0007444117', '1476753180', '1938404742', '1442485256', '1501125710'}"
4.0,1501132938,A2C7W167DVNUKH,1,Visit Amazon's Ruth Ware Page,0,926,180,"{'1515238407', '0062678418', '1492718475', '1501132938', '0061147966', 'B01BLQES8G', '1410458229', '0312379080', '0399158812', '0385677006'}","{'1515238407', '0062678418', '1492718475', '1501132938', '0061147966', 'B01BLQES8G', '1410458229', '0312379080', '0399158812', '0385677006'}"
4.0,1501110349,A1JKGTL51HHTU1,1,Visit Amazon's Colleen Hoover Page,0,927,123,"{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}","{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}"
5.0,1501110349,A398AAC8R3409C,2,Visit Amazon's Colleen Hoover Page,0,927,65,"{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}","{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}"
5.0,1501110349,A2IMKF53AA622F,2,Visit Amazon's Colleen Hoover Page,0,927,165,"{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}","{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}"
5.0,1501110349,A18UP4NRSNAIUM,2,Visit Amazon's Colleen Hoover Page,0,927,29,"{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}","{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}"
5.0,1501110349,A13TKPRSRE7L55,2,Visit Amazon's Colleen Hoover Page,0,927,94,"{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}","{'0998310115', '0425263991', '0062267949', '0007444117', '1471133567', '0553499114', '1940941946', '1501110349', '1442485256', '1517006120'}"
4.0,1501132938,AKPKPMWM6IIU5,1,Visit Amazon's Ruth Ware Page,0,926,47,"{'1515238407', '0062678418', '1492718475', '1501132938', '0061147966', 'B01BLQES8G', '1410458229', '0312379080', '0399158812', '0385677006'}","{'1515238407', '0062678418', '1492718475', '1501132938', '0061147966', 'B01BLQES8G', '1410458229', '0312379080', '0399158812', '0385677006'}"
4.0,1501155199,A1MIXHFSMNEE42,1,Visit Amazon's Harper Sloan Page,0,928,55,"{'149484172X', '0763655597', '0575089911', '0312641893', '1501155199', '1611099366', '193996248X', '0399593284', '0143127551', '0373212240'}","{'149484172X', '0763655597', '0575089911', '0312641893', '1501155199', '1611099366', '193996248X', '0399593284', '0143127551', '0373212240'}"
4.0,1501155199,A2N58DQ4IL5SHP,1,Visit Amazon's Harper Sloan Page,0,928,266,"{'149484172X', '0763655597', '0575089911', '0312641893', '1501155199', '1611099366', '193996248X', '0399593284', '0143127551', '0373212240'}","{'149484172X', '0763655597', '0575089911', '0312641893', '1501155199', '1611099366', '193996248X', '0399593284', '0143127551', '0373212240'}"
5.0,1501155199,A3QLMOH8UIPL74,2,Visit Amazon's Harper Sloan Page,0,928,169,"{'149484172X', '0763655597', '0575089911', '0312641893', '1501155199', '1611099366', '193996248X', '0399593284', '0143127551', '0373212240'}","{'149484172X', '0763655597', '0575089911', '0312641893', '1501155199', '1611099366', '193996248X', '0399593284', '0143127551', '0373212240'}"
5.0,1501155210,A27B6NQOI1NFJX,2,Visit Amazon's Harper Sloan Page,0,929,264,"{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}","{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}"
4.0,1501155210,A1IWPVN8JG4JC5,1,Visit Amazon's Harper Sloan Page,0,929,330,"{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}","{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}"
3.0,1501155210,A5FEPIIKTY9Q2,1,Visit Amazon's Harper Sloan Page,0,929,54,"{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}","{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}"
4.0,1501155210,AW4NFCPN81CS3,1,Visit Amazon's Harper Sloan Page,0,929,134,"{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}","{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}"
5.0,1501155210,A3SJW5TGW16UDT,2,Visit Amazon's Harper Sloan Page,0,929,16,"{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}","{'1986349195', '0997619473', '1947189077', '1514108844', '0312360819', '1943443149', '1455599050', '1940673763', '1501155210', '0007141424'}"
4.0,1501110365,A2S3CQ90I4DQVX,1,Visit Amazon's Colleen Hoover Page,0,930,46,"{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}","{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}"
5.0,1501110365,A1PIETLWN44WKB,2,Visit Amazon's Colleen Hoover Page,0,930,237,"{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}","{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}"
4.0,1501110365,ACYMCO9PQSWLW,1,Visit Amazon's Colleen Hoover Page,0,930,350,"{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}","{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}"
4.0,1501110365,A29A1CPI3AOYSD,1,Visit Amazon's Colleen Hoover Page,0,930,40,"{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}","{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}"
5.0,1501110365,AFV50N24M1W23,2,Visit Amazon's Colleen Hoover Page,0,930,187,"{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}","{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}"
5.0,1501110365,AM4XZBQH36O2M,2,Visit Amazon's Colleen Hoover Page,0,930,197,"{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}","{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}"
5.0,1501110365,AROM93VDAPJEX,2,Visit Amazon's Colleen Hoover Page,0,930,236,"{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}","{'0060899220', '0307282961', '1504757653', '1505690900', '0062353594', '0989013162', '1501110365', '0451477111', '1519216882', '1250155479'}"
4.0,150114622X,A1GECJN7XHDKU6,1,Visit Amazon's Christina Lauren Page,0,931,72,"{'0993800122', '150114622X', '0993800165', '149484172X', '1250074134', '0385543913', '1501155199', '1499756194', '1943796025', '0373212240'}","{'0993800122', '150114622X', '0993800165', '149484172X', '1250074134', '0385543913', '1501155199', '1499756194', '1943796025', '0373212240'}"
3.0,150114622X,AOLHNMI8G8R6K,1,Visit Amazon's Christina Lauren Page,0,931,95,"{'0993800122', '150114622X', '0993800165', '149484172X', '1250074134', '0385543913', '1501155199', '1499756194', '1943796025', '0373212240'}","{'0993800122', '150114622X', '0993800165', '149484172X', '1250074134', '0385543913', '1501155199', '1499756194', '1943796025', '0373212240'}"
4.0,150114622X,A3QLMOH8UIPL74,1,Visit Amazon's Christina Lauren Page,1,931,169,"{'0993800122', '150114622X', '0993800165', '149484172X', '1250074134', '0385543913', '1501155199', '1499756194', '1943796025', '0373212240'}","{'0993800122', '150114622X', '0993800165', '149484172X', '1250074134', '0385543913', '1501155199', '1499756194', '1943796025', '0373212240'}"
4.0,1501228722,A1MXW3BGAZW44D,1,Visit Amazon's Tracy Brogan Page,0,932,203,"{'0451226259', '0316081051', '045147242X', '0425272362', '1522783075', '1484054172', '145553322X', '1516877888', '1476755604', '1501228722'}","{'0451226259', '0316081051', '045147242X', '0425272362', '1522783075', '1484054172', '145553322X', '1516877888', '1476755604', '1501228722'}"
4.0,1502352745,A3A44JIMIWYFIE,1,Visit Amazon's Adriana Locke Page,0,933,422,"{'1502352745', '1507548095', '1544648006', '1539499944', '1981577165', '1974036472', '1986571041', '1492131016', '1544803575', '153979301X'}","{'1502352745', '1507548095', '1544648006', '1539499944', '1981577165', '1974036472', '1986571041', '1492131016', '1544803575', '153979301X'}"
